num_events,num_moves,num_clicks,num_scrolls,movement_distance,velocity_mean,velocity_max,velocity_min,velocity_sd,velocity_x_mean,velocity_y_mean,acceleration_mean,acceleration_max,acceleration_min,acceleration_sd,jerk_mean,jerk_sd,angular_velocity_mean,angular_velocity_sd,movement_duration,total_time,pause_time,flips_x,flips_y,pause_count,hold_time_mean,hold_time_sd
13.0,13.0,0.0,0.0,0.15099942410054187,1.6591446176842704,4.813655313418523,0.24049429636318415,1.3070842415708905,1.105151604291733,1.2197035111543644,-12.328020168033559,268.54173590747695,-313.5262934568685,166.31123358365855,-4385.8474178548095,31252.956442319115,5.629948802901676,20.117298452994696,0.09041523933410645,0.09041523933410645,0.0,0.0,0.0,0.0,,
12.0,12.0,0.0,0.0,0.007407407407407307,0.15971025799032026,0.9242300844394683,0.0,0.24805461337818313,0.0,0.15971025799032026,79.24133366933297,922.5373489016658,-113.1528838621203,283.2152276703119,87915.00527750363,301205.5903924277,124.53805782496147,494.21068090078114,0.08942937850952148,0.08942937850952148,0.0,0.0,5.0,0.0,,
13.0,13.0,0.0,0.0,0.0188384161572442,0.21077036525192117,0.3486172702483192,0.07179824273099353,0.09262592774058294,-0.13439894623434895,0.1448800533945475,1.6008288395651855,26.284798956545018,-21.57121286833398,14.670611013947687,-34.25898130616806,3447.262430281008,15.81671758954706,103.46928374829847,0.08953404426574707,0.08953404426574707,0.0,3.0,4.0,0.0,,
13.0,13.0,0.0,0.0,0.011162123716235102,0.12489612512866409,0.19910808908763758,0.0,0.05665986909714416,-0.10575841437323724,0.03995373602257484,-0.6392083830315444,10.625001293694375,-14.251715672659655,7.157450203488943,49.451722538812376,1382.9891571449273,-63.57858124030285,191.25998223817345,0.08952188491821289,0.08952188491821289,0.0,2.0,5.0,0.0,,
14.0,14.0,0.0,0.0,0.016145833333333304,0.18496698537176998,0.5211195928753162,0.0,0.16461081815737927,-0.18496698537176998,0.0,-5.033196156377309,50.03626891750845,-50.56953984898022,25.45397253458311,208.72233450028978,6412.580786726641,-68.07018339000486,152.21870885611938,0.0944061279296875,0.0944061279296875,0.0,2.0,0.0,0.0,,
3.0,3.0,0.0,0.0,0.0010416666666666075,inf,inf,inf,,,,,,,,,,-inf,,0.0,0.0,0.0,1.0,0.0,0.0,,
1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
14.0,14.0,0.0,0.0,0.02129629629629637,0.21675650867563423,0.4546227468322948,0.0,0.10438714610966837,0.0,-0.21675650867563423,3.9101967139926312,23.330902406022503,-33.03671317929469,16.493266230590777,113.08119316903709,3644.023037794471,-0.010185899433409418,91.58927449835471,0.09763216972351074,0.09763216972351074,0.0,0.0,2.0,0.0,,
13.0,13.0,0.0,0.0,0.032857260269901475,0.36246612334425093,0.706365664959102,0.11579399549225218,0.19310759309155218,-0.047190661544430725,-0.3573104715990085,-4.274744156824764,48.81722945783028,-82.00675962563227,31.228884005150697,-283.02599574903155,7486.740040264222,-0.9460138104548776,27.522362908095655,0.08993291854858398,0.08993291854858398,0.0,8.0,0.0,0.0,,
13.0,13.0,0.0,0.0,0.04286616962001424,0.4579053500158163,1.9203483516460158,0.0,0.5657498212701555,-0.09910920082616252,-0.4452854827231912,12.411971201853204,139.26210202464847,-91.48675542590598,53.62100076745627,-1067.2541787322461,10718.88763367356,-3.127288504834418,133.35734300567117,0.09091830253601074,0.09091830253601074,0.0,1.0,4.0,0.0,,
14.0,14.0,0.0,0.0,0.3785888378865256,3.895466418646784,5.711389196788262,1.6166447878108177,1.3766900617059366,-2.942212790721036,-2.433724016130145,36.16771789288727,354.0257750129167,-284.0140506233932,172.15729383686323,-1326.2479023760197,40302.343601621586,-8.049432039171194,10.956618335223583,0.09718179702758789,0.09718179702758789,0.0,0.0,0.0,0.0,,
9.0,9.0,0.0,0.0,0.08343315213096858,1.4024313740108747,3.6970763765664802,0.13255951949264091,1.150295965355166,-1.2095237626393374,-0.6984268984939277,-8.592657884740094,414.5101385612302,-163.10797012751726,186.23278050663316,-10409.211937495054,32964.518976917105,10.700550228615484,20.752339958731387,0.06054973602294922,0.06054973602294922,0.0,0.0,0.0,0.0,,
2.0,2.0,0.0,0.0,0.0005208333333333037,0.07398426299093064,0.07398426299093064,0.07398426299093064,0.0,-0.07398426299093064,0.0,,,,,,,,,0.007039785385131836,0.007039785385131836,0.0,0.0,0.0,0.0,,
14.0,14.0,0.0,0.0,0.07315721724234016,0.8867373388703021,2.9012718932494073,0.31528545342790965,0.6530150332681065,-0.8580801858346631,-0.20312281250709974,73.60459051308466,1170.2413560967555,-316.41449639466134,344.8746304320796,33098.34466263829,181590.15565532382,-11.407889573904773,40.60463004972228,0.09698081016540527,0.09698081016540527,0.0,0.0,2.0,0.0,,
8.0,8.0,0.0,0.0,0.007184515171588794,0.12871784551204343,0.3034203559262305,0.0,0.11341224063843651,-0.1105145052382422,-0.05286170686384197,-2.4726285341995684,21.336588636037796,-30.025628496006927,14.894306701190668,557.5895054398575,2715.573010380905,-76.62057426570924,105.2588773657517,0.09019804000854492,0.09019804000854492,0.0,2.0,2.0,0.0,,
10.0,10.0,0.0,0.0,0.009050661528193567,0.13474827465127126,0.2573672635878093,0.06499652881086955,0.07202805831910204,-0.1323227503987072,-0.011429590432846297,-1.372013551812272,11.12804517895968,-15.860424865928364,7.765520599032404,-192.0636879565018,1686.00046091373,-2.8031187542599083,29.243535681648446,0.06740641593933105,0.06740641593933105,0.0,0.0,2.0,0.0,,
4.0,4.0,0.0,0.0,0.0015625000000000222,0.05950947323091795,0.074435509517972,0.03410721999302605,0.01805373599752939,-0.05950947323091795,0.0,1.7070162269157678,5.76356501525279,-2.3495325614212543,4.056548788337022,1159.4928996263543,0.0,0.0,0.0,0.029709577560424805,0.029709577560424805,0.0,0.0,0.0,0.0,,
1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
2.0,2.0,0.0,0.0,0.0005208333333333592,0.07096557623797037,0.07096557623797037,0.07096557623797037,0.0,0.07096557623797037,0.0,,,,,,,,,0.0073392391204833984,0.0073392391204833984,0.0,0.0,0.0,0.0,,
13.0,13.0,0.0,0.0,0.13407057641181241,1.5185476095762536,4.074726017289894,0.07444058247574885,1.16167037660488,0.9752730324347345,1.1568282156691512,53.001920656991594,439.27438333447594,-168.6552026226944,142.39292702953955,6629.977822417155,28496.108312757846,11.788189687561543,34.47951175761334,0.08964872360229492,0.08964872360229492,0.0,0.0,1.0,0.0,,
13.0,13.0,0.0,0.0,0.3461803864758162,3.806893555630823,6.059800738230085,0.8567887845948698,1.5521928023559495,2.175653663810576,3.1166657300669467,-49.627431451328285,483.4203197110651,-577.4160973332009,308.6720720420536,-8776.00457659056,73893.01046737628,-1.7308021236185505,6.831956172067292,0.09014606475830078,0.09014606475830078,0.0,0.0,0.0,0.0,,
12.0,12.0,0.0,0.0,0.04935906669276424,0.6217350075863036,1.8792142336265336,0.03952185228529635,0.6420604352282168,0.3346940117450226,0.4208587963562737,-21.983860240674016,35.56456116496179,-137.45477301690892,47.824732585251596,1240.7087536136337,9835.496314217355,-117.79671071799058,207.38679448810436,0.09662079811096191,0.09662079811096191,0.0,2.0,5.0,0.0,,
7.0,7.0,0.0,0.0,0.005891105825170881,0.11299213384127337,0.1670652868683621,0.028174335537267815,0.048658057924775636,-0.05000010530752028,0.0017592516594605138,1.686086207000039,10.417762971447651,-6.8435738049931825,6.253483317125023,-117.88543778750824,1235.065825445848,20.352083539187795,296.1564193403645,0.07469511032104492,0.07469511032104492,0.0,2.0,5.0,0.0,,
5.0,5.0,0.0,0.0,0.00462962962962965,0.1848951951881037,0.3079057174989809,0.09004439635555557,0.09151281077402254,0.0,-0.1848951951881037,20.135331392401437,67.86242141887817,-9.002503475153597,34.02180159117492,6091.189015580804,15961.527378337963,0.0,0.0,0.029995203018188477,0.029995203018188477,0.0,0.0,0.0,0.0,,
14.0,14.0,0.0,0.0,0.016273043984707698,0.16611288121308243,0.26533767053700535,0.07432155048253697,0.06692385882201667,0.03177547472560473,-0.15025513835734738,-1.6712595256767584,21.463001568936246,-27.074716874792525,15.14111363907937,67.44315450661617,3497.602205388917,1.9920445321857325,126.57749325882435,0.09719538688659668,0.09719538688659668,0.0,9.0,4.0,0.0,,
4.0,4.0,0.0,0.0,0.0014467592592593004,0.04587475090130924,0.13076584446663678,0.0,0.06009233320995966,0.0022861360790969822,-0.04358861482221226,8.794700941489971,17.499089376965223,0.09031250601471927,8.704388435475252,2458.591281354092,0.0,-110.91951440555476,110.91951440555476,0.09002041816711426,0.09002041816711426,0.0,2.0,1.0,0.0,,
13.0,13.0,0.0,0.0,0.05868743477474856,0.6589982474708873,1.4826549849992998,0.1323297946986204,0.47047585386730206,0.4974220023545936,-0.4147175928265909,4.180587258972206,89.44877819546944,-141.8179808646247,54.45983815292443,-1693.1963736341465,9047.7803462012,12.276867719482208,74.2458546555596,0.08957314491271973,0.08957314491271973,0.0,1.0,2.0,0.0,,
13.0,13.0,0.0,0.0,0.10994265685135104,2.571319070623679,18.685933324815053,0.0,4.952852530514053,2.413985706765336,-0.816473965960598,1339.505474216654,17797.02629885926,-2571.576796654929,5254.208937081856,-301269.8694205169,1037785.8883746483,8.268351380715167,12.686120993146515,0.09791994094848633,0.09791994094848633,0.0,1.0,1.0,0.0,,
13.0,13.0,0.0,0.0,0.03770794837717305,0.4310674092267031,0.8075211476822777,0.13227570895145252,0.19778488362134267,-0.29666430120924175,0.29730388845089295,5.3457211875779125,70.30417389233396,-38.78455196879522,26.347674550952778,118.57280000842525,4710.781107931042,12.193922063889453,37.91847782033192,0.08952832221984863,0.08952832221984863,0.0,1.0,0.0,0.0,,
13.0,13.0,0.0,0.0,0.019914870192045388,0.22279492045504767,0.4265955720599712,0.0642226468714883,0.0965950868372245,-0.16897973462109683,0.12388482569524972,0.7289366961581326,36.33734252643457,-26.555555443592244,16.58448037160135,-327.0876040219797,3595.1868160540007,-9.99729866100251,99.654616630535,0.0888833999633789,0.0888833999633789,0.0,2.0,5.0,0.0,,
14.0,14.0,0.0,0.0,0.03764460635571106,0.39014157607038535,0.6547612470709495,0.13021000973554325,0.17794728642911214,-0.3178512438310873,0.20375144615217405,-1.7383628287779962,42.94805679515198,-60.0690383136821,29.50081584527549,-255.07868313077978,6145.911586153924,7.7281244636805555,52.27199595564483,0.09804916381835938,0.09804916381835938,0.0,0.0,3.0,0.0,,
6.0,5.0,1.0,0.0,0.0014467592592593004,0.03728108215371747,0.13233430384077116,0.0,0.05530541691084035,-0.004197506193524677,0.03308357596019279,-1.3947919990981708,0.0,-3.7247833114270383,1.6582020375237188,70.22171552634532,19.156218673324325,-11.785723347884593,56.398982850397346,0.08354973793029785,0.08354973793029785,0.0,2.0,1.0,0.0,,
3.0,2.0,1.0,0.0,0.0005208333333333037,0.07091259278495128,0.07091259278495128,0.07091259278495128,0.0,-0.07091259278495128,0.0,,,,,,,,,0.007344722747802734,0.04418230056762695,0.03683757781982422,0.0,0.0,0.0,,
14.0,14.0,0.0,0.0,0.031810925416221,0.3280295364871918,0.9377158729121371,0.0,0.26284508763680914,-0.037544764520206005,-0.32464102756163354,5.813018109016615,53.86262859491152,-30.19359007764927,26.124123994901396,-101.39613414294432,5475.958886790307,1.5976283367380628,96.37637391450889,0.09771585464477539,0.09771585464477539,0.0,4.0,2.0,0.0,,
13.0,13.0,0.0,0.0,0.31074616806050837,3.457239273573476,7.968097459683612,0.9501899913829411,1.903626227799587,-1.0594106777924852,-3.2866084775689077,37.10851138775826,615.7845534786732,-477.9918002415385,305.88123897445064,-2306.815224457599,75789.64113796948,-1.4113229912623075,4.597021787984279,0.09022665023803711,0.09022665023803711,0.0,0.0,0.0,0.0,,
13.0,13.0,0.0,0.0,0.17012521999358948,1.9350158092484195,6.16780880603854,0.0,1.8030496329175756,-0.5732715281548444,-1.6157335078000414,-2.575626195896756,680.9115443769281,-349.22548106336995,254.33371275154911,-9915.302161212563,50442.093407441156,27.423661711737125,95.98093671328711,0.08989334106445312,0.08989334106445312,0.0,2.0,3.0,0.0,,
14.0,14.0,0.0,0.0,0.11106760219358047,1.1878227430453967,2.207991305992327,0.06908270613287189,0.6957953566682794,1.0671324295844362,0.4977796960645705,-2.8949303707251794,272.5980133664939,-132.66900603196117,108.7481854363588,1448.6963680567576,28805.08313893881,-2.6323870595177,25.473423387463367,0.09731578826904297,0.09731578826904297,0.0,0.0,1.0,0.0,,
12.0,12.0,0.0,0.0,0.03179495976697383,0.38275807558336267,1.2259000196508305,0.0,0.3429446633785522,-0.1264540515833331,-0.35635642807797335,15.798646969100522,96.6002189803258,-37.98243223654644,34.70638887602933,1116.307320571823,6518.844894388605,-23.22530170361012,114.90344890293994,0.08242559432983398,0.08242559432983398,0.0,1.0,3.0,0.0,,
13.0,13.0,0.0,0.0,0.08891392478385585,0.9996931249562961,1.4731542681853345,0.42698332847852516,0.32205774290432526,-0.4984458958542426,-0.8636088251622956,2.7696986650672257,140.39069239145425,-121.10789686603462,79.92552276150649,1010.7156342472779,20095.712619492184,1.0486668135415522,12.785536759013054,0.08912539482116699,0.08912539482116699,0.0,0.0,0.0,0.0,,
14.0,14.0,0.0,0.0,0.046595198671265964,0.47752597885147385,0.8476231145218404,0.1232424097110586,0.23291954846427515,-0.1440748004926667,-0.44603215911197847,-0.6524289738311188,62.04141625879251,-50.370013366825205,38.32538414524361,1200.1472278187516,8164.306656835325,3.8755680429420427,22.330364972980536,0.09806108474731445,0.09806108474731445,0.0,4.0,0.0,0.0,,
13.0,13.0,0.0,0.0,0.05377597316232,0.5965730218344306,0.9524554307356837,0.23157418173667324,0.21232836793799217,0.09172532537101052,-0.5856989015768721,4.87138277232589,50.854439046223995,-43.40949861085603,31.699731859110162,-468.1765578705754,7961.083844639288,3.8921414413478357,11.838316302894306,0.09051156044006348,0.09051156044006348,0.0,3.0,0.0,0.0,,
