num_moves,num_clicks,num_scrolls,click_x_mean,click_y_mean,movement_distance,velocity_mean,velocity_max,velocity_min,velocity_sd,velocity_x_mean,velocity_y_mean,acceleration_mean,acceleration_max,acceleration_min,acceleration_sd,jerk_mean,jerk_sd,angular_velocity_mean,angular_velocity_sd,movement_duration,total_time,pause_time,flips_x,flips_y,pause_count,hold_time_mean,hold_time_sd
14.0,0.0,0.0,0.0,0.0,0.04395665670399993,0.4600358556647995,0.8360298934275644,0.262851326582455,0.15762979752622158,0.2497176576969247,0.3781521989668854,2.8052230480537736,75.08412014324395,-35.95150465943409,29.330912621103273,-330.8287833283268,7329.930257460322,-6.0244141442251165,28.655000418904827,0.09587955474853516,0.09587955474853516,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.11424453000764918,1.2784406132766346,2.024016684847616,0.4339945631479445,0.46027472291097776,0.8569580667272593,0.9426976809923083,1.0975482027396581,126.95951925159422,-140.61062538914678,83.98727163780612,785.3300848240017,18919.31342332321,-3.0865114260030992,13.23896110741327,0.08975911140441895,0.08975911140441895,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.1026934197225997,1.0563001429227958,1.7369152607776477,0.3065472262180657,0.43011585581732137,0.5946266267102943,0.8667756215693517,-4.383959767389904,142.5920918556696,-136.27317991959643,77.11293970058613,-1742.5852929782543,15675.327898896005,-0.3252262407173185,13.125642910899273,0.09743165969848633,0.09743165969848633,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.14433763970735872,1.614004810181027,3.0268481765703252,0.7191039455531801,0.7901134710908337,0.6794627834524732,1.4608240308600244,6.778228495673243,313.53974480740567,-265.8139613800826,192.13579835504407,-3273.916764740894,49740.43415610441,1.7883465067142763,10.868500286967823,0.09000873565673828,0.09000873565673828,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.09326579482986051,1.0285120858441712,2.422704437036858,0.4337618929428296,0.6011717131150347,0.5810155017096946,0.846876608477662,-22.70746880992505,139.0926616223308,-204.36687892722327,101.60400406932214,3239.0262487855784,24051.030823024084,-1.0941492286780417,11.644361913962587,0.08968973159790039,0.08968973159790039,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.054106687942561446,0.552909250663787,1.0223100846914783,0.151394933685296,0.2707786442509723,0.4095644722129516,0.3600686477896709,5.068380079102138,77.99578209825103,-83.25773028584636,47.68490824497892,1033.286914216994,10213.042341519222,-4.3186143071252525,22.813172070592064,0.09782528877258301,0.09782528877258301,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.06940767758566707,0.7725613608527703,1.458647891782911,0.3390426268941803,0.3854125398188262,0.7417591794346637,0.19694253225506583,-6.1351573083826505,140.32308463360005,-109.47208491548487,80.27545982040266,858.2987363742974,19199.0845218554,-4.8650046199516845,20.85185603178344,0.09089112281799316,0.09089112281799316,0.0,0.0,3.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.025927548085263312,0.390316941555927,1.1224729594863943,0.0,0.32655563070088894,0.3842214219371222,-0.02843132050102484,-17.408316524166846,52.40395722654052,-104.48868897770004,46.45875321278167,1366.9618960033124,10448.11625392421,-6.259262979869481,35.95288759706408,0.08275055885314941,0.08275055885314941,0.0,1.0,3.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.004881803226312829,0.0954521129623732,0.15175069605372465,0.0,0.049326308728274176,0.029886900945473645,-0.07340935240700341,0.4491631166602572,21.676550470351174,-15.125228414430198,12.330040578698835,438.9071181498267,3210.5641538534114,-9.003609907135788,144.2106054442071,0.053117990493774414,0.053117990493774414,0.0,2.0,4.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.001988284707794325,0.032427079588162586,0.04748961598058068,0.017364543195744486,0.015062536392418096,0.011641159000155653,-0.029377665375929493,-0.5649567778590381,-0.5649567778590381,-0.5649567778590381,0.0,0.0,0.0,-9.609201629938163,0.0,0.07569313049316406,0.07569313049316406,0.0,1.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.002777777777777768,0.04836881455659441,0.1297392535182283,0.0,0.05647541515965597,0.0,-0.04836881455659441,4.484749186428447,18.178855815745273,-8.322884361719995,9.18525535611831,923.5157723622362,1845.9347929786022,-35.66318356991567,107.59375529251116,0.07474446296691895,0.07474446296691895,0.0,0.0,3.0,0.0,0.0,0.0
