(0, 1920, 1080, 0, 0)
('move', 1730061390.848059, 918, 660)
('scroll', 1730061390.848059, 918, 660, 0, -1)
('move', 1730061390.8600645, 920, 660)
('move', 1730061390.8640382, 920, 658)
('move', 1730061390.8720515, 922, 658)
('move', 1730061390.888049, 924, 658)
('move', 1730061390.9320645, 926, 658)
('move', 1730061390.9480546, 928, 658)
('move', 1730061390.9560556, 930, 658)
('move', 1730061390.9640725, 933, 658)
('move', 1730061390.9720633, 935, 658)
('move', 1730061390.975046, 937, 658)
('move', 1730061390.9800413, 939, 658)
('move', 1730061390.98304, 941, 658)
('move', 1730061390.987054, 944, 659)
('move', 1730061390.9910498, 946, 659)
('move', 1730061390.99604, 948, 661)
('move', 1730061390.9990392, 950, 661)
('move', 1730061391.003039, 955, 663)
('move', 1730061391.0080566, 957, 666)
('move', 1730061391.012049, 959, 668)
('move', 1730061391.0160623, 963, 670)
('move', 1730061391.020042, 965, 674)
('move', 1730061391.023043, 968, 676)
('move', 1730061391.027039, 972, 681)
('move', 1730061391.0320523, 974, 685)
('move', 1730061391.036055, 976, 687)
('move', 1730061391.0400612, 981, 692)
('move', 1730061391.0430417, 983, 696)
('move', 1730061391.0470452, 983, 698)
('move', 1730061391.051051, 985, 703)
('move', 1730061391.0560515, 985, 707)
('move', 1730061391.0590568, 985, 711)
('move', 1730061391.0745063, 987, 716)
('move', 1730061391.0754917, 987, 722)
('move', 1730061391.0754917, 990, 727)
('move', 1730061391.0795133, 990, 731)
('move', 1730061391.0835087, 990, 736)
('move', 1730061391.0874949, 990, 740)
('move', 1730061391.0914912, 992, 742)
('move', 1730061391.0955055, 994, 746)
('move', 1730061391.0995018, 994, 751)
('move', 1730061391.10349, 996, 755)
('move', 1730061391.10749, 998, 760)
('move', 1730061391.1115034, 998, 766)
('move', 1730061391.1155143, 1000, 771)
('move', 1730061391.1195078, 1000, 775)
('move', 1730061391.1235015, 1003, 779)
('move', 1730061391.1254973, 1003, 784)
('move', 1730061391.1295054, 1003, 790)
('move', 1730061391.1354914, 1005, 795)
('move', 1730061391.1374915, 1005, 799)
('move', 1730061391.1414902, 1005, 803)
('move', 1730061391.1455004, 1005, 808)
('move', 1730061391.1494904, 1005, 812)
('move', 1730061391.1535027, 1005, 814)
('move', 1730061391.1574948, 1005, 819)
('move', 1730061391.1615055, 1005, 823)
('move', 1730061391.165499, 1005, 827)
('move', 1730061391.1694925, 1005, 832)
('move', 1730061391.1734898, 1004, 836)
('move', 1730061391.17749, 1004, 841)
('move', 1730061391.1814902, 1004, 843)
('move', 1730061391.1855159, 1004, 847)
('move', 1730061391.1894898, 1004, 849)
('move', 1730061391.1934986, 1004, 854)
('move', 1730061391.197513, 1001, 856)
('move', 1730061391.201491, 1001, 860)
('move', 1730061391.2054899, 1001, 862)
('move', 1730061391.209504, 1001, 867)
('move', 1730061391.2134945, 1001, 869)
('move', 1730061391.2174935, 1001, 871)
('move', 1730061391.2214901, 1001, 876)
('move', 1730061391.2255156, 1001, 878)
('move', 1730061391.2294908, 1001, 880)
('move', 1730061391.233491, 1001, 884)
('move', 1730061391.23749, 1001, 886)
('move', 1730061391.2415156, 999, 889)
('move', 1730061391.245502, 999, 893)
('move', 1730061391.2494922, 999, 895)
('move', 1730061391.2534902, 999, 897)
('move', 1730061391.2575068, 999, 902)
('move', 1730061391.2614958, 999, 904)
('move', 1730061391.269501, 999, 906)
('move', 1730061391.2735035, 999, 908)
('move', 1730061391.2775083, 999, 911)
('move', 1730061391.2814918, 999, 915)
('move', 1730061391.2854903, 999, 917)
('move', 1730061391.2895021, 999, 919)
('move', 1730061391.293518, 999, 924)
('move', 1730061391.2974904, 999, 926)
('move', 1730061391.3014905, 999, 928)
('move', 1730061391.305513, 999, 930)
('move', 1730061391.3094966, 999, 932)
('move', 1730061391.3135278, 999, 935)
('move', 1730061391.3174922, 999, 937)
('move', 1730061391.3214903, 999, 939)
('move', 1730061391.3254912, 999, 941)
('move', 1730061391.3294985, 999, 946)
('move', 1730061391.3335245, 999, 948)
('move', 1730061391.33749, 999, 950)
('move', 1730061391.3414903, 1000, 950)
('move', 1730061391.345502, 1000, 952)
('move', 1730061391.349499, 1000, 954)
('move', 1730061391.3535004, 1000, 956)
('move', 1730061391.3615017, 1000, 959)
('move', 1730061391.365501, 1003, 959)
('move', 1730061391.3695073, 1003, 961)
('move', 1730061391.3775122, 1003, 963)
('move', 1730061391.3815262, 1003, 965)
('move', 1730061391.389511, 1003, 967)
('move', 1730061391.3975255, 1003, 970)
('move', 1730061391.4015, 1003, 972)
('move', 1730061391.405491, 1005, 974)
('move', 1730061391.4094987, 1005, 976)
('move', 1730061391.4135017, 1007, 978)
('move', 1730061391.4174938, 1007, 981)
('move', 1730061391.421497, 1009, 983)
('move', 1730061391.4255035, 1009, 985)
('move', 1730061391.4294982, 1011, 987)
('move', 1730061391.4334917, 1014, 989)
('move', 1730061391.43752, 1016, 991)
('move', 1730061391.4415069, 1016, 994)
('move', 1730061391.4454978, 1018, 994)
('move', 1730061391.4494946, 1018, 996)
('move', 1730061391.4534905, 1020, 996)
('move', 1730061391.4616504, 1020, 998)
('move', 1730061391.465652, 1022, 998)
('move', 1730061391.477654, 1025, 1000)
('move', 1730061391.4896605, 1025, 1002)
('move', 1730061391.4936585, 1027, 1002)
('move', 1730061391.5016503, 1027, 1005)
('move', 1730061391.5056655, 1029, 1007)
('move', 1730061391.5136752, 1029, 1009)
('move', 1730061391.5176528, 1031, 1011)
('move', 1730061391.5256627, 1031, 1013)
