(0, 1920, 1200, 0, 0)
('scroll', 1730010594.4815612, 1313, 588, 0, -1)
('scroll', 1730010594.57776, 1313, 588, 0, -1)
('scroll', 1730010594.617527, 1313, 588, 0, -1)
('scroll', 1730010594.6735992, 1313, 588, 0, -1)
('scroll', 1730010594.7012467, 1313, 588, 0, -1)
('scroll', 1730010594.7851417, 1313, 588, 0, -1)
('scroll', 1730010595.1063004, 1313, 588, 0, -1)
('scroll', 1730010595.1254172, 1313, 588, 0, -1)
('scroll', 1730010595.1374817, 1313, 588, 0, -1)
('scroll', 1730010595.1533122, 1313, 588, 0, -1)
('scroll', 1730010595.1689546, 1313, 588, 0, -1)
('scroll', 1730010595.217316, 1313, 588, 0, -1)
('scroll', 1730010595.491862, 1313, 588, 0, -1)
('scroll', 1730010595.493851, 1313, 588, 0, -1)
('scroll', 1730010595.493851, 1313, 588, 0, -1)
('scroll', 1730010595.5052378, 1313, 588, 0, -1)
('scroll', 1730010595.5133286, 1313, 588, 0, -1)
('scroll', 1730010595.5265207, 1313, 588, 0, -1)
('scroll', 1730010595.5372424, 1313, 588, 0, -1)
('scroll', 1730010596.01356, 1313, 588, 0, -1)
('move', 1730010596.1768024, 1313, 588)
('move', 1730010596.18093, 1313, 588)
('move', 1730010596.189316, 1311, 589)
('move', 1730010596.1933107, 1311, 590)
('move', 1730010596.196714, 1311, 590)
('move', 1730010596.2049663, 1311, 591)
('move', 1730010596.2094488, 1310, 591)
('move', 1730010596.2249827, 1309, 592)
('move', 1730010596.2285876, 1309, 593)
('move', 1730010596.2336988, 1308, 593)
('move', 1730010596.2372096, 1308, 593)
('move', 1730010596.245236, 1308, 594)
('move', 1730010596.2495687, 1307, 595)
('move', 1730010596.2534413, 1307, 595)
('move', 1730010596.2580776, 1306, 596)
('move', 1730010596.2611995, 1306, 597)
('move', 1730010596.2652624, 1306, 598)
('move', 1730010596.269639, 1305, 599)
('move', 1730010596.2732668, 1304, 600)
('move', 1730010596.2775326, 1304, 601)
('move', 1730010596.2805305, 1303, 601)
('move', 1730010596.284529, 1303, 602)
('scroll', 1730010596.2855287, 1303, 602, 0, -1)
('move', 1730010596.2895503, 1303, 603)
('move', 1730010596.2925596, 1302, 604)
('move', 1730010596.2972512, 1301, 604)
('move', 1730010596.3014581, 1300, 605)
('move', 1730010596.3054452, 1300, 606)
('move', 1730010596.3093512, 1299, 606)
('move', 1730010596.3132753, 1299, 607)
('move', 1730010596.3172593, 1298, 609)
('move', 1730010596.3212695, 1297, 609)
('move', 1730010596.3248012, 1297, 609)
('move', 1730010596.3294492, 1297, 610)
('move', 1730010596.3336413, 1297, 611)
('move', 1730010596.3367617, 1296, 612)
('move', 1730010596.3410056, 1295, 612)
('move', 1730010596.345007, 1295, 613)
('move', 1730010596.3495493, 1295, 614)
('move', 1730010596.3535836, 1294, 614)
('move', 1730010596.358034, 1293, 615)
('move', 1730010596.361042, 1293, 616)
('move', 1730010596.36526, 1292, 617)
('move', 1730010596.3690856, 1292, 617)
('move', 1730010596.3730466, 1291, 619)
('move', 1730010596.3774364, 1291, 620)
('move', 1730010596.380496, 1290, 622)
('move', 1730010596.38528, 1289, 623)
('move', 1730010596.38925, 1289, 624)
('move', 1730010596.3930829, 1288, 625)
('move', 1730010596.3975983, 1287, 627)
('move', 1730010596.4011772, 1287, 628)
('move', 1730010596.404737, 1285, 628)
('move', 1730010596.4092543, 1284, 629)
('move', 1730010596.4134111, 1284, 631)
('move', 1730010596.417129, 1284, 631)
('move', 1730010596.4212728, 1283, 631)
('move', 1730010596.4248087, 1283, 633)
('move', 1730010596.429572, 1282, 634)
('move', 1730010596.4336236, 1282, 634)
('move', 1730010596.4375415, 1281, 635)
('move', 1730010596.441529, 1281, 637)
('move', 1730010596.4446409, 1280, 637)
('move', 1730010596.4495513, 1279, 639)
('move', 1730010596.4535704, 1279, 639)
('move', 1730010596.4583907, 1279, 641)
('move', 1730010596.461404, 1277, 643)
('move', 1730010596.4654045, 1276, 643)
('move', 1730010596.4692879, 1276, 644)
('move', 1730010596.4732, 1275, 645)
('move', 1730010596.476709, 1274, 646)
('move', 1730010596.4808962, 1273, 647)
('move', 1730010596.4848697, 1273, 648)
('move', 1730010596.4894722, 1272, 649)
('move', 1730010596.493485, 1272, 650)
('move', 1730010596.4972777, 1271, 650)
('move', 1730010596.5015588, 1271, 651)
('move', 1730010596.5047505, 1270, 652)
('move', 1730010596.5134516, 1270, 652)
('move', 1730010596.5296369, 1269, 653)
('move', 1730010596.5336163, 1269, 654)
('move', 1730010596.5415103, 1269, 654)
('move', 1730010596.5493872, 1268, 654)
('move', 1730010596.5574343, 1268, 655)
('move', 1730010596.5606704, 1267, 656)
('move', 1730010596.5683455, 1267, 657)
('move', 1730010596.5847042, 1266, 657)
('move', 1730010596.5933685, 1265, 657)
('move', 1730010596.597217, 1265, 657)
('move', 1730010596.605574, 1265, 657)
('move', 1730010596.6173387, 1264, 657)
('scroll', 1730010596.6173387, 1264, 657, 0, -1)
('move', 1730010596.6249454, 1263, 657)
('move', 1730010596.628611, 1263, 658)
('move', 1730010596.6373749, 1263, 659)
('move', 1730010596.6462781, 1263, 659)
('move', 1730010596.6574204, 1262, 659)
('move', 1730010596.665143, 1261, 659)
('move', 1730010596.668608, 1260, 659)
('move', 1730010596.6727464, 1260, 660)
('move', 1730010596.6811981, 1260, 661)
('move', 1730010596.688813, 1260, 661)
('move', 1730010596.6974502, 1259, 661)
('move', 1730010596.7042427, 1259, 662)
('move', 1730010596.7094166, 1258, 662)
